date,tanks,tanks_increment,armored_fighting_vehicles,afv_increment,artillery_systems,artillery_increment,mlrs,mlrs_increment,air_defense_systems,air_defense_increment,aircraft,aircraft_increment,helicopters,helicopters_increment,uav,uav_increment,cruise_missiles,cruise_missiles_increment,ships,ships_increment,submarines,submarines_increment,vehicles_fuel_tanks,vehicles_increment,special_equipment,special_equipment_increment,personnel,personnel_increment
2023-05-25,3795,3,7432,8,3359,20,570,,327,,309,,296,,2907,36,1015,,18,,,,6148,2,444,4,205260,500
2023-05-26,3796,1,7435,3,3384,25,570,,328,1,310,1,296,,2910,3,1015,,18,,,,6161,13,446,2,205720,460
2023-05-27,3794,,7449,14,3414,30,574,4,329,1,313,3,298,2,2990,80,1056,41,18,,,,6183,22,449,3,206200,480
2023-05-28,3797,3,7456,7,3425,11,574,,329,,313,,298,,2993,3,1056,,18,,,,6192,9,451,2,206600,400
2023-05-29,3801,4,7467,11,3435,10,575,1,331,2,313,,298,,3054,61,1056,,18,,,,6207,15,453,2,207030,430
2023-05-30,3802,1,7469,2,3445,10,575,,332,1,313,,298,,3092,38,1107,51,18,,,,6219,12,454,1,207440,410
2023-05-31,3802,,7472,3,3460,15,575,,333,1,313,,298,,3124,32,1107,,18,,,,6230,11,454,,207910,470
2023-06-01,3804,2,7478,6,3474,14,575,,333,,313,,298,,3131,7,1107,,18,,,,6239,9,458,4,208370,460
2023-06-02,3819,15,7490,12,3501,27,575,,335,2,313,,298,,3137,6,1117,10,18,,,,6267,28,465,7,208910,540
2023-06-03,3829,10,7502,12,3533,32,582,7,342,7,313,,298,,3165,28,1132,15,18,,,,6289,22,475,10,209470,560
2023-06-04,3837,8,7512,10,3555,22,583,1,344,2,313,,298,,3175,10,1132,,18,,,,6305,16,479,4,209940,470
2023-06-05,3848,11,7523,11,3567,12,584,1,349,5,313,,298,,3189,14,1136,4,18,,,,6312,7,484,5,210350,410
2023-06-06,3860,12,7543,20,3603,36,590,6,351,2,313,,299,1,3212,23,1171,35,18,,,,6332,20,489,5,211150,800
2023-06-07,3873,13,7560,17,3640,37,594,4,352,1,314,1,299,,3219,7,1171,,18,,,,6349,17,492,3,212030,880
2023-06-08,3891,18,7576,16,3668,28,595,1,355,3,314,,299,,3234,15,1171,,18,,,,6384,35,500,8,212760,730
2023-06-09,3901,10,7600,24,3702,34,599,4,359,4,314,,299,,3247,13,1171,,18,,,,6410,26,502,2,213770,1010
2023-06-10,3909,8,7607,7,3717,15,600,1,362,3,314,,299,,3263,16,1176,5,18,,,,6428,18,507,5,214660,890
2023-06-11,3926,17,7631,24,3736,19,601,1,362,,314,,299,,3300,37,1183,7,18,,,,6461,33,509,2,215640,980
2023-06-12,3931,5,7636,5,3746,10,601,,362,,314,,299,,3307,7,1183,,18,,,,6471,10,510,1,216180,540
2023-06-13,3935,4,7642,6,3766,20,601,,363,1,314,,300,1,3309,2,1183,,18,,,,6473,2,511,1,216650,470
2023-06-14,3943,8,7653,11,3783,17,603,2,364,1,314,,300,,3324,15,1196,13,18,,,,6482,9,516,5,217330,680
2023-06-15,3955,12,7667,14,3793,10,604,1,364,,314,,301,1,3333,9,1199,3,18,,,,6506,24,519,3,217910,580
2023-06-16,3965,10,7683,16,3812,19,606,2,364,,314,,301,,3357,24,1199,,18,,,,6519,13,519,,218500,590
2023-06-17,3977,12,7706,23,3834,22,609,3,364,,314,,302,1,3364,7,1211,12,18,,,,6557,38,520,1,219170,670
2023-06-18,3984,7,7729,23,3847,13,610,1,364,,314,,304,2,3371,7,1211,,18,,,,6571,14,522,2,219820,650
2023-06-19,3989,5,7735,6,3865,18,610,,370,6,314,,305,1,3383,12,1211,,18,,,,6613,42,526,4,220450,630
2023-06-20,3997,8,7750,15,3888,23,614,4,372,2,314,,306,1,3393,10,1214,3,18,,,,6645,32,531,5,221460,1010
2023-06-21,4006,9,7771,21,3920,32,615,1,375,3,314,,306,,3428,35,1214,,18,,,,6667,22,539,8,222000,540
2023-06-22,4013,7,7783,12,3941,21,617,2,376,1,314,,307,1,3438,10,1214,,18,,,,6678,11,539,,222650,650
2023-06-23,4017,4,7798,15,3985,44,617,,379,3,314,,307,,3447,9,1214,,18,,,,6708,30,545,6,223330,680
2023-06-24,4024,7,7804,6,4015,30,619,2,383,4,314,,308,1,3460,13,1218,4,18,,,,6731,23,548,3,223910,580
2023-06-25,4030,6,7806,2,4034,19,624,5,385,2,314,,308,,3472,12,1259,41,18,,,,6735,4,552,4,224630,720
2023-06-26,4031,1,7820,14,4055,21,624,,385,,314,,308,,3482,10,1259,,18,,,,6751,16,557,5,225580,950
2023-06-27,4036,5,7834,14,4083,28,626,2,386,1,314,,308,,3492,10,1261,2,18,,,,6772,21,563,6,226170,590
2023-06-28,4036,,7847,13,4089,6,627,1,387,1,314,,308,,3499,7,1261,,18,,,,6774,2,563,,227100,930
2023-06-29,4038,2,7857,10,4116,27,627,,388,1,315,1,308,,3513,14,1261,,18,,,,6780,6,569,6,227780,680
2023-06-30,4041,3,7863,6,4127,11,630,3,389,1,315,,308,,3519,6,1261,,18,,,,6785,5,569,,228340,560
2023-07-01,4042,1,7868,5,4162,35,632,2,389,,315,,308,,3545,26,1261,,18,,,,6794,9,580,11,228870,530
2023-07-02,4052,10,7888,20,4188,26,637,5,390,1,315,,308,,3557,12,1261,,18,,,,6816,22,583,3,229660,790
2023-07-03,4057,5,7899,11,4220,32,641,4,391,1,315,,309,1,3573,16,1264,3,18,,,,6834,18,590,7,230260,600
2023-07-04,4059,2,7908,9,4252,32,647,6,394,3,315,,309,,3602,29,1264,,18,,,,6843,9,590,,231030,770
2023-07-05,4062,3,7917,9,4288,36,656,9,395,1,315,,309,,3614,12,1264,,18,,,,6865,22,598,8,231700,670
2023-07-06,4068,6,7932,15,4310,22,657,1,404,9,315,,309,,3635,21,1264,,18,,,,6888,23,605,7,232300,600
2023-07-07,4070,2,7944,12,4330,20,658,1,408,4,315,,309,,3652,17,1271,7,18,,,,6898,10,612,7,232810,510
2023-07-08,4074,4,7953,9,4346,16,661,3,410,2,315,,309,,3666,14,1271,,18,,,,6914,16,619,7,233440,630
2023-07-09,4078,4,7964,11,4366,20,668,7,413,3,315,,309,,3685,19,1271,,18,,,,6929,15,628,9,234040,600
2023-07-10,4085,7,7966,2,4371,5,668,,414,1,315,,309,,3686,1,1271,,18,,,,6937,8,632,4,234480,440
2023-07-11,4089,4,7983,17,4385,14,672,4,414,,315,,310,1,3693,7,1271,,18,,,,6966,29,640,8,235020,540
2023-07-12,4090,1,7990,7,4402,17,674,2,415,1,315,,310,,3726,33,1271,,18,,,,6978,12,647,7,235530,510
2023-07-13,4092,2,7999,9,4425,23,678,4,421,6,315,,310,,3752,26,1271,,18,,,,6995,17,652,5,236040,510
2023-07-14,4097,5,8008,9,4449,24,680,2,423,2,315,,310,,3783,31,1273,2,18,,,,7019,24,662,10,236590,550
2023-07-15,4102,5,8019,11,4463,14,680,,425,2,315,,310,,3807,24,1273,,18,,,,7036,17,664,2,237180,590
2023-07-16,4107,5,8026,7,4481,18,681,1,425,,315,,310,,3820,13,1273,,18,,,,7044,8,666,2,237680,500
2023-07-17,4115,8,8034,8,4504,23,685,4,428,3,315,,310,,3828,8,1273,,18,,,,7059,15,677,11,238300,620
2023-07-18,4119,4,8051,17,4542,38,689,4,428,,315,,310,,3839,11,1273,,18,,,,7086,27,677,,239010,710
2023-07-19,4123,4,8059,8,4573,31,689,,430,2,315,,310,,3885,46,1279,6,18,,,,7105,19,683,6,239480,470
2023-07-20,4129,6,8065,6,4592,19,692,3,433,3,315,,310,,3918,33,1293,14,18,,,,7134,29,685,2,240010,530
2023-07-21,4133,4,8080,15,4610,18,692,,440,7,315,,310,,3933,15,1298,5,18,,,,7145,11,686,1,240690,680
2023-07-22,4140,7,8096,16,4629,19,693,1,448,8,315,,310,,3944,11,1298,,18,,,,7159,14,691,5,241330,640
2023-07-23,4151,11,8105,9,4658,29,697,4,451,3,315,,310,,3958,14,1298,,18,,,,7172,13,696,5,241960,630
2023-07-24,4162,11,8118,13,4675,17,697,,452,1,315,,310,,3963,5,1307,9,18,,,,7182,10,698,2,242620,660
2023-07-25,4174,12,8131,13,4705,30,698,1,454,2,315,,310,,3977,14,1307,,18,,,,7194,12,703,5,243220,600
2023-07-26,4177,3,8136,5,4727,22,698,,457,3,315,,311,1,3993,16,1307,,18,,,,7211,17,708,5,243680,460
2023-07-27,4186,9,8147,11,4745,18,698,,457,,315,,311,,3996,3,1347,40,18,,,,7229,18,708,,244270,590
2023-07-28,4190,4,8161,14,4775,30,698,,458,1,315,,311,,4007,11,1347,,18,,,,7240,11,709,1,244830,560
2023-07-29,4191,1,8167,6,4786,11,698,,458,,315,,311,,4007,,1347,,18,,,,7247,7,710,1,245220,390
2023-07-30,4205,14,8178,11,4795,9,698,,459,1,315,,311,,4011,4,1347,,18,,,,7275,28,711,1,245700,480
2023-07-31,4211,6,8188,10,4816,21,699,1,460,1,315,,311,,4017,6,1347,,18,,,,7292,17,715,4,246190,490
2023-08-01,4216,5,8205,17,4839,23,699,,462,2,315,,311,,4027,10,1347,,18,,,,7324,32,718,3,246690,500
2023-08-02,4217,1,8213,8,4866,27,700,1,463,1,315,,311,,4042,15,1347,,18,,,,7349,25,718,,247230,540
2023-08-03,4224,7,8234,21,4892,26,704,4,465,2,315,,311,,4077,35,1347,,18,,,,7372,23,721,3,247850,620
2023-08-04,4228,4,8249,15,4911,19,704,,466,1,315,,311,,4104,27,1347,,18,,,,7392,20,724,3,248490,640
2023-08-05,4232,4,8251,2,4943,32,704,,466,,315,,311,,4116,12,1347,,18,,,,7422,30,730,6,249110,620
2023-08-06,4237,5,8262,11,4965,22,705,1,466,,315,,311,,4126,10,1359,12,18,,,,7441,19,734,4,249700,590
2023-08-07,4244,7,8270,8,4977,12,709,4,467,1,315,,311,,4154,28,1377,18,18,,,,7451,10,735,1,250240,540
2023-08-08,4254,10,8278,8,4996,19,709,,468,1,315,,312,1,4158,4,1377,,18,,,,7460,9,737,2,250800,560
2023-08-09,4262,8,8290,12,5013,17,711,2,469,1,315,,312,,4175,17,1377,,18,,,,7479,19,742,5,251620,820
2023-08-10,4278,16,8303,13,5028,15,711,,469,,315,,313,1,4179,4,1377,,18,,,,7495,16,746,4,252200,580
2023-08-11,4290,12,8318,15,5043,15,713,2,471,2,315,,313,,4197,18,1377,,18,,,,7511,16,756,10,252780,580
2023-08-12,4295,5,8324,6,5053,10,713,,472,1,315,,313,,4201,4,1379,2,18,,,,7523,12,759,3,253290,510
2023-08-13,4298,3,8335,11,5072,19,713,,477,5,315,,313,,4204,3,1379,,18,,,,7543,20,760,1,253850,560
2023-08-14,4306,8,8354,19,5099,27,714,1,479,2,315,,313,,4213,9,1379,,18,,,,7562,19,766,6,254380,530
2023-08-15,4313,7,8370,16,5128,29,714,,482,3,315,,314,1,4242,29,1387,8,18,,,,7584,22,769,3,254920,540
2023-08-16,4324,11,8380,10,5152,24,714,,485,3,315,,314,,4248,6,1404,17,18,,,,7614,30,773,4,255570,650
2023-08-17,4329,5,8398,18,5169,17,714,,486,1,315,,314,,4272,24,1406,2,18,,,,7641,27,773,,256050,480
2023-08-18,4332,3,8410,12,5193,24,714,,486,,315,,316,2,4276,4,1406,,18,,,,7658,17,783,10,256510,460
2023-08-19,4340,8,8424,14,5212,19,714,,486,,315,,316,,4282,6,1406,,18,,,,7665,7,785,2,257010,500
2023-08-20,4346,6,8435,11,5245,33,717,3,489,3,315,,316,,4304,22,1406,,18,,,,7680,15,790,5,257470,460
2023-08-21,4358,12,8449,14,5264,19,719,2,489,,315,,316,,4309,5,1406,,18,,,,7692,12,794,4,257930,460
2023-08-22,4362,4,8476,27,5295,31,721,2,491,2,315,,316,,4312,3,1406,,18,,,,7722,30,797,3,258340,410
2023-08-23,4373,11,8488,12,5318,23,722,1,491,,315,,316,,4324,12,1406,,18,,,,7745,23,800,3,258820,480
2023-08-24,4375,2,8511,23,5333,15,723,1,494,3,315,,316,,4344,20,1406,,18,,,,7773,28,801,1,259160,340
2023-08-25,4378,3,8521,10,5361,28,724,1,495,1,315,,316,,4356,12,1409,3,18,,,,7790,17,802,1,259630,470
2023-08-26,4390,12,8539,18,5379,18,726,2,497,2,315,,316,,4367,11,1411,2,18,,,,7823,33,804,2,260270,640
2023-08-27,4396,6,8554,15,5403,24,728,2,498,1,315,,316,,4378,11,1411,,18,,,,7854,31,808,4,260820,550
2023-08-28,4400,4,8562,8,5425,22,730,2,499,1,315,,316,,4383,5,1415,4,18,,,,7866,12,809,1,261310,490
2023-08-29,4414,14,8579,17,5450,25,733,3,500,1,315,,316,,4387,4,1419,4,18,,,,7909,43,820,11,261840,530
2023-08-30,4423,9,8596,17,5476,26,733,,500,,315,,316,,4395,8,1419,,18,,,,7953,44,825,5,262410,570
2023-08-31,4436,13,8604,8,5507,31,734,1,500,,315,,316,,4417,22,1445,26,18,,,,7976,23,830,5,263020,610
2023-09-01,4459,23,8613,9,5530,23,735,1,500,,315,,316,,4421,4,1445,,18,,,,8009,33,831,1,263490,470
2023-09-02,4471,12,8637,24,5560,30,736,1,501,1,315,,316,,4433,12,1447,2,18,,,,8043,34,835,4,264060,570
2023-09-03,4476,5,8649,12,5582,22,739,3,502,1,315,,316,,4444,11,1447,,18,,,,8102,59,841,6,264660,600
2023-09-04,4480,4,8663,14,5611,29,741,2,503,1,315,,316,,4481,37,1447,,19,1,,,8149,47,847,6,265120,460
2023-09-05,4489,9,8670,7,5649,38,747,6,504,1,315,,316,,4512,31,1447,,19,,,,8175,26,851,4,265680,560
2023-09-06,4497,8,8682,12,5685,36,748,1,505,1,315,,316,,4519,7,1447,,19,,,,8190,15,852,1,266290,610
2023-09-07,4506,9,8703,21,5722,37,753,5,506,1,315,,316,,4541,22,1455,8,19,,,,8217,27,859,7,266900,610
2023-09-08,4529,23,8726,23,5753,31,754,1,507,1,315,,316,,4570,29,1455,,19,,,,8264,47,860,1,267540,640
2023-09-09,4544,15,8739,13,5789,36,757,3,508,1,315,,316,,4588,18,1455,,19,,,,8298,34,870,10,268140,600
2023-09-10,4554,10,8755,16,5811,22,760,3,509,1,315,,316,,4593,5,1455,,19,,,,8338,40,872,2,268630,490
2023-09-11,4560,6,8767,12,5839,28,760,,512,3,315,,316,,4628,35,1455,,19,,,,8370,32,877,5,269210,580
2023-09-12,4568,8,8778,11,5872,33,764,4,515,3,315,,316,,4645,17,1455,,19,,,,8413,43,881,4,269760,550
2023-09-13,4584,16,8792,14,5902,30,766,2,517,2,315,,316,,4650,5,1455,,19,,,,8444,31,884,3,270350,590
2023-09-14,4599,15,8810,18,5944,42,769,3,517,,315,,316,,4697,47,1455,,20,1,1,,8458,14,889,5,270970,620
2023-09-15,4612,13,8814,4,5972,28,774,5,521,4,315,,316,,4714,17,1455,,20,,1,,8492,34,889,,271440,470
2023-09-16,4616,4,8824,10,5988,16,774,,521,,315,,316,,4738,24,1455,,20,,1,,8525,33,891,2,271790,350
2023-09-17,4620,4,8828,4,6003,15,776,2,523,2,315,,316,,4742,4,1455,,20,,1,,8537,12,896,5,272320,530
2023-09-18,4623,3,8834,6,6027,24,776,,525,2,315,,316,,4769,27,1462,7,20,,1,,8571,34,901,5,272940,620
2023-09-19,4628,5,8851,17,6062,35,778,2,526,1,315,,316,,4784,15,1479,17,20,,1,,8601,30,903,2,273460,520
2023-09-20,4635,7,8868,17,6096,34,779,1,526,,315,,316,,4821,37,1479,,20,,1,,8633,32,906,3,273980,520
2023-09-21,4638,3,8883,15,6137,41,781,2,528,2,315,,316,,4850,29,1479,,20,,1,,8670,37,911,5,274470,490
2023-09-22,4644,6,8891,8,6177,40,785,4,528,,315,,316,,4858,8,1517,38,20,,1,,8690,20,912,1,274950,480
2023-09-23,4655,11,8912,21,6210,33,789,4,530,2,315,,316,,4867,9,1518,1,20,,1,,8716,26,912,,275460,510
2023-09-24,4662,7,8914,2,6233,23,789,,531,1,315,,316,,4888,21,1518,,20,,1,,8734,18,914,2,275850,390
2023-09-25,4667,5,8927,13,6260,27,791,2,533,2,315,,316,,4895,7,1518,,20,,1,,8746,12,918,4,276270,420
2023-09-26,4672,5,8946,19,6299,39,792,1,533,,315,,316,,4924,29,1529,11,20,,1,,8763,17,925,7,276670,400
2023-09-27,4675,3,8950,4,6337,38,792,,534,1,315,,316,,4948,24,1529,,20,,1,,8792,29,927,2,276990,320
2023-09-28,4679,4,8962,12,6375,38,793,1,535,1,315,,316,,4957,9,1529,,20,,1,,8815,23,929,2,277320,330
2023-09-29,4687,8,8972,10,6409,34,794,1,536,1,315,,316,,4991,34,1529,,20,,1,,8836,21,930,1,277660,340
2023-09-30,4691,4,8984,12,6447,38,796,2,537,1,315,,316,,5006,15,1529,,20,,1,,8854,18,932,2,278130,470
2023-10-01,4702,11,8991,7,6477,30,798,2,537,,315,,316,,5043,37,1529,,20,,1,,8883,29,933,1,278570,440
2023-10-02,4717,15,9000,9,6525,48,801,3,540,3,315,,316,,5060,17,1529,,20,,1,,8909,26,938,5,279080,510
2023-10-03,4732,15,9008,8,6565,40,801,,540,,315,,316,,5080,20,1529,,20,,1,,8932,23,943,5,279440,360
2023-10-04,4745,13,9026,18,6612,47,802,1,540,,315,,316,,5121,41,1530,1,20,,1,,8962,30,946,3,279890,450
2023-10-05,4757,12,9052,26,6643,31,804,2,540,,315,,316,,5129,8,1530,,20,,1,,8980,18,948,2,280470,580
2023-10-06,4777,20,9082,30,6666,23,806,2,540,,315,,316,,5158,29,1530,,20,,1,,9015,35,951,3,281090,620
2023-10-07,4800,23,9102,20,6688,22,808,2,541,1,315,,316,,5185,27,1530,,20,,1,,9073,58,956,5,281700,610
2023-10-08,4821,21,9123,21,6705,17,808,,542,1,315,,316,,5190,5,1530,,20,,1,,9111,38,959,3,282280,580
2023-10-09,4823,2,9126,3,6706,1,808,,543,1,315,,316,,5190,,1530,,20,,1,,9113,2,959,,282630,350
2023-10-10,4829,6,9129,3,6713,7,808,,544,1,315,,316,,5207,17,1530,,20,,1,,9125,12,961,2,283080,450
2023-10-11,4863,34,9220,91,6731,18,809,1,545,1,316,1,316,,5226,19,1530,,20,,1,,9145,20,965,4,283900,820
2023-10-12,4905,42,9264,44,6763,32,811,2,545,,316,,316,,5247,21,1531,1,20,,1,,9170,25,966,1,284890,990
2023-10-13,4931,26,9313,49,6807,44,811,,546,1,316,,316,,5264,17,1531,,20,,1,,9203,33,967,1,285920,1030
2023-10-14,4940,9,9337,24,6833,26,811,,547,1,317,1,316,,5265,1,1531,,20,,1,,9225,22,971,4,286890,970
2023-10-15,4948,8,9362,25,6866,33,813,2,547,,317,,316,,5269,4,1531,,20,,1,,9249,24,976,5,287770,880
2023-10-16,4965,17,9385,23,6910,44,814,1,547,,318,1,317,1,5280,11,1531,,20,,1,,9271,22,981,5,288630,860
2023-10-17,4979,14,9405,20,6936,26,814,,547,,318,,317,,5291,11,1533,2,20,,1,,9293,22,982,1,289430,800
2023-10-18,4981,2,9420,15,6944,8,814,,547,,319,1,323,6,5301,10,1534,1,20,,1,,9303,10,982,,290050,620
2023-10-19,4992,11,9437,17,6983,39,818,4,548,1,320,1,324,1,5318,17,1534,,20,,1,,9337,34,985,3,290680,630
2023-10-20,5047,55,9557,120,7012,29,822,4,548,,320,,324,,5326,8,1535,1,20,,1,,9370,33,985,,292060,1380
2023-10-21,5063,16,9612,55,7017,5,822,,548,,320,,324,,5330,4,1535,,20,,1,,9391,21,990,5,292850,790
2023-10-22,5081,18,9631,19,7032,15,825,3,549,1,320,,324,,5339,9,1535,,20,,1,,9404,13,991,1,293830,980
2023-10-23,5093,12,9653,22,7057,25,825,,551,2,320,,324,,5345,6,1536,1,20,,1,,9419,15,998,7,294700,870
2023-10-24,5105,12,9669,16,7081,24,828,3,552,1,320,,324,,5363,18,1537,1,20,,1,,9447,28,1006,8,295510,810
2023-10-25,5112,7,9697,28,7125,44,833,5,554,2,320,,324,,5372,9,1538,1,20,,1,,9474,27,1007,1,296310,800
2023-10-26,5141,29,9715,18,7155,30,834,1,556,2,320,,324,,5389,17,1538,,20,,1,,9507,33,1010,3,297120,810
2023-10-27,5145,4,9726,11,7162,7,834,,556,,320,,324,,5390,1,1538,,20,,1,,9513,6,1011,1,297680,560
2023-10-28,5167,22,9749,23,7180,18,834,,558,2,320,,324,,5399,9,1541,3,20,,1,,9524,11,1011,,298420,740
2023-10-29,5175,8,9758,9,7188,8,834,,558,,320,,324,,5399,,1544,3,20,,1,,9532,8,1012,1,299080,660
2023-10-30,5190,15,9775,17,7202,14,834,,559,1,321,1,324,,5419,20,1544,,20,,1,,9555,23,1014,2,299940,860
2023-10-31,5211,21,9804,29,7227,25,844,10,562,3,321,,324,,5440,21,1546,2,20,,1,,9590,35,1016,2,300810,870
2023-11-01,5223,12,9834,30,7250,23,846,2,563,1,321,,324,,5468,28,1547,1,20,,1,,9624,34,1019,3,301490,680
2023-11-02,5241,18,9877,43,7292,42,850,4,566,3,322,1,324,,5488,20,1549,2,20,,1,,9658,34,1032,13,302420,930
2023-11-03,5265,24,9901,24,7328,36,854,4,566,,322,,324,,5495,7,1551,2,20,,1,,9691,33,1034,2,303270,850
2023-11-04,5276,11,9939,38,7363,35,861,7,568,2,322,,324,,5534,39,1551,,20,,1,,9716,25,1038,4,304100,830
2023-11-05,5284,8,9953,14,7375,12,867,6,570,2,322,,324,,5534,,1554,3,20,,1,,9730,14,1047,9,305090,990
2023-11-06,5288,4,9958,5,7389,14,867,,570,,322,,324,,5554,20,1556,2,20,,1,,9744,14,1047,,305970,880
2023-11-07,5293,5,9974,16,7410,21,869,2,570,,322,,324,,5557,3,1556,,20,,1,,9767,23,1049,2,306860,890
2023-11-08,5301,8,9996,22,7439,29,872,3,572,2,322,,324,,5567,10,1556,,20,,1,,9814,47,1054,5,307640,780
2023-11-09,5316,15,10014,18,7475,36,875,3,577,5,322,,324,,5593,26,1557,1,20,,1,,9853,39,1059,5,308720,1080
2023-11-10,5317,1,10017,3,7489,14,877,2,578,1,322,,324,,5595,2,1558,1,20,,1,,9876,23,1060,1,309520,800
2023-11-11,5342,25,10041,24,7527,38,879,2,579,1,322,,324,,5620,25,1559,1,22,2,1,,9925,49,1069,9,310650,1130
2023-11-12,5349,7,10073,32,7559,32,881,2,580,1,322,,324,,5632,12,1560,1,22,,1,,9944,19,1078,9,311750,1100
2023-11-13,5354,5,10079,6,7569,10,881,,580,,322,,324,,5634,2,1561,1,22,,1,,9949,5,1079,1,312550,800
2023-11-14,5362,8,10086,7,7589,20,882,1,580,,322,,324,,5649,15,1561,,22,,1,,9973,24,1081,2,313470,920
2023-11-15,5377,15,10104,18,7647,58,884,2,582,2,323,1,324,,5675,26,1562,1,22,,1,,10020,47,1083,2,314290,820
2023-11-16,5388,11,10121,17,7683,36,892,8,585,3,323,,324,,5689,14,1563,1,22,,1,,10060,40,1084,1,315620,1330
2023-11-17,5415,27,10132,11,7712,29,895,3,585,,323,,324,,5709,20,1563,,22,,1,,10077,17,1086,2,316760,1140
2023-11-18,5422,7,10141,9,7726,14,896,1,586,1,323,,324,,5726,17,1563,,22,,1,,10091,14,1090,4,317380,620
2023-11-19,5435,13,10166,25,7744,18,898,2,588,2,323,,324,,5755,29,1563,,22,,1,,10120,29,1096,6,318570,1190
2023-11-20,5439,4,10168,2,7748,4,899,1,588,,323,,324,,5764,9,1563,,22,,1,,10127,7,1097,1,319210,640
2023-11-21,5439,,10174,6,7752,4,899,,588,,323,,324,,5771,7,1564,1,22,,1,,10134,7,1098,1,319820,610
2023-11-22,5446,7,10188,14,7769,17,899,,589,1,323,,324,,5784,13,1564,,22,,1,,10159,25,1105,7,320670,850
2023-11-23,5466,20,10224,36,7802,33,902,3,591,2,323,,324,,5799,15,1564,,22,,1,,10198,39,1107,2,321800,1130
2023-11-24,5496,30,10256,32,7833,31,904,2,595,4,323,,324,,5800,1,1564,,22,,1,,10230,32,1108,1,322900,1100
2023-11-25,5502,6,10263,7,7851,18,905,1,596,1,323,,324,,5808,8,1565,1,22,,1,,10259,29,1112,4,323760,860
2023-11-26,5513,11,10279,16,7874,23,907,2,597,1,323,,324,,5901,93,1565,,22,,1,,10288,29,1113,1,324830,1070
2023-11-27,5520,7,10282,3,7875,1,907,,597,,323,,324,,5905,4,1565,,22,,1,,10299,11,1113,,325580,750
2023-11-28,5523,3,10285,3,7876,1,907,,597,,323,,324,,5905,,1565,,22,,1,,10302,3,1113,,326440,860
2023-11-29,5538,15,10312,27,7908,32,910,3,600,3,323,,324,,5944,39,1567,2,22,,1,,10348,46,1121,8,327580,1140
2023-11-30,5551,13,10340,28,7909,1,910,,600,,323,,324,,5954,10,1567,,22,,1,,10361,13,1124,3,328760,1180
2023-12-01,5564,13,10372,32,7931,22,912,2,602,2,323,,324,,5976,22,1567,,22,,1,,10399,38,1137,13,330040,1280
2023-12-02,5571,7,10385,13,7941,10,913,1,602,,323,,324,,5994,18,1568,1,22,,1,,10410,11,1138,1,331110,1070
2023-12-03,5575,4,10396,11,7949,8,913,,602,,323,,324,,5995,1,1569,1,22,,1,,10432,22,1140,2,332040,930
2023-12-04,5580,5,10401,5,7961,12,913,,602,,323,,324,,6017,22,1569,,22,,1,,10451,19,1141,1,332810,770
2023-12-05,5587,7,10416,15,7987,26,913,,605,3,323,,324,,6032,15,1570,1,22,,1,,10483,32,1148,7,333840,1030
2023-12-06,5600,13,10456,40,8024,37,919,6,605,,324,1,324,,6083,51,1570,,22,,1,,10532,49,1153,5,335110,1270
2023-12-07,5618,18,10482,26,8045,21,919,,605,,324,,324,,6116,33,1571,1,22,,1,,10561,29,1156,3,336230,1120
2023-12-08,5626,8,10508,26,8057,12,919,,605,,324,,324,,6136,20,1571,,22,,1,,10591,30,1159,3,337220,990
2023-12-09,5632,6,10519,11,8058,1,919,,605,,324,,324,,6136,,1585,14,22,,1,,10598,7,1159,,338120,900
2023-12-10,5636,4,10529,10,8064,6,919,,605,,324,,324,,6136,,1586,1,22,,1,,10623,25,1162,3,338820,700
2023-12-11,5655,19,10560,31,8070,6,919,,605,,324,,324,,6154,18,1586,,22,,1,,10636,13,1168,6,339850,1030
2023-12-12,5664,9,10579,19,8073,3,919,,605,,324,,324,,6163,9,1596,10,22,,1,,10650,14,1170,2,340650,800
2023-12-13,5682,18,10594,15,8076,3,919,,605,,324,,324,,6173,10,1596,,22,,1,,10662,12,1176,6,341500,850
2023-12-14,5692,10,10616,22,8088,12,920,1,605,,324,,324,,6206,33,1606,10,22,,1,,10675,13,1185,9,342800,1300
2023-12-15,5706,14,10654,38,8099,11,920,,605,,324,,324,,6226,20,1608,2,22,,1,,10699,24,1189,4,343890,1090
2023-12-16,5720,14,10667,13,8100,1,920,,605,,324,,324,,6238,12,1609,1,22,,1,,10710,11,1190,1,344820,930
2023-12-17,5739,19,10692,25,8137,37,923,3,609,4,324,,324,,6278,40,1610,1,22,,1,,10766,56,1194,4,346070,1250
2023-12-18,5783,44,10752,60,8175,38,926,3,610,1,324,,324,,6290,12,1610,,22,,1,,10822,56,1198,4,347160,1090
2023-12-19,5798,15,10771,19,8190,15,926,,611,1,324,,324,,6299,9,1611,1,22,,1,,10842,20,1200,2,348300,1140
2023-12-20,5814,16,10794,23,8206,16,928,2,611,,324,,324,,6316,17,1612,1,22,,1,,10871,29,1203,3,349190,890
2023-12-21,5828,14,10825,31,8226,20,932,4,611,,324,,324,,6342,26,1613,1,22,,1,,10919,48,1208,5,350270,1080
2023-12-22,5837,9,10843,18,8250,24,932,,611,,324,,324,,6365,23,1613,,22,,1,,10944,25,1217,9,351350,1080
2023-12-23,5854,17,10871,28,8286,36,932,,611,,327,3,324,,6384,19,1613,,22,,1,,10995,51,1223,6,352390,1040
